REG_NO,ACC_NO,PROGRAM,ACADEMIC_YEAR,SEMESTER,SEMESTER_INDEX,CREDITS_ATTEMPTED,QUALITY_POINTS,COURSES_COUNT,PASSED_COURSES,FAILED_COURSES,FCW_COUNT,FEX_COUNT,MEX_COUNT,CREDITS_PASSED,CREDITS_FAILED,SEMESTER_GPA,CUM_CREDITS_ATTEMPTED,CUM_CREDITS_PASSED,CUM_QUALITY_POINTS,CGPA
J25M36/005,A10653,Master of Science in Agribusiness Management and Entrepreneurship,2025/2026,SEM2,2,18,46.0,6,5,1,0,1,0,15.0,3.0,2.56,39,33.0,99.5,2.55
J25M37/002,A10747,Master of Science in Human Nutrition,2025/2026,SEM1,1,18,60.5,6,6,0,0,0,0,18.0,0.0,3.36,18,18.0,60.5,3.36
J25M37/002,A10747,Master of Science in Human Nutrition,2025/2026,SEM2,2,22,77.0,7,6,1,0,1,0,19.0,3.0,3.5,40,37.0,137.5,3.44
J25M37/004,A10767,Master of Science in Human Nutrition,2025/2026,SEM1,1,18,42.0,6,4,2,0,2,0,12.0,6.0,2.33,18,12.0,42.0,2.33
J25M37/004,A10767,Master of Science in Human Nutrition,2025/2026,SEM2,2,22,52.5,7,4,3,0,3,0,12.0,10.0,2.39,40,24.0,94.5,2.36
J25M42/002,A11284,Master of Science in Computer Science,2025/2026,SEM1,1,18,83.5,6,6,0,0,0,0,18.0,0.0,4.64,18,18.0,83.5,4.64
J25M42/002,A11284,Master of Science in Computer Science,2025/2026,SEM2,2,22,88.5,7,6,1,0,1,0,19.0,3.0,4.02,40,37.0,172.0,4.3
J25M42/004,A11291,Master of Science in Computer Science,2025/2026,SEM1,1,18,63.0,6,6,0,0,0,0,18.0,0.0,3.5,18,18.0,63.0,3.5
J25M42/004,A11291,Master of Science in Computer Science,2025/2026,SEM2,2,22,66.0,7,5,2,0,2,0,15.0,7.0,3.0,40,33.0,129.0,3.22
J25M42/006,A11295,Master of Science in Computer Science,2025/2026,SEM1,1,18,62.5,6,5,1,0,1,0,15.0,3.0,3.47,18,15.0,62.5,3.47
J25M42/006,A11295,Master of Science in Computer Science,2025/2026,SEM2,2,22,82.0,7,6,1,1,0,0,19.0,3.0,3.73,40,34.0,144.5,3.61
J25M43/002,A11241,Master of Information Technology,2025/2026,SEM1,1,18,57.0,6,6,0,0,0,0,18.0,0.0,3.17,18,18.0,57.0,3.17
J25M43/002,A11241,Master of Information Technology,2025/2026,SEM2,2,22,75.5,7,6,1,0,0,1,19.0,3.0,3.43,40,37.0,132.5,3.31
J25M43/004,A11257,Master of Information Technology,2025/2026,SEM1,1,18,69.0,6,5,1,0,0,1,14.0,4.0,3.83,18,14.0,69.0,3.83
J25M43/004,A11257,Master of Information Technology,2025/2026,SEM2,2,22,93.0,7,7,0,0,0,0,22.0,0.0,4.23,40,36.0,162.0,4.05
J25M43/006,A11259,Master of Information Technology,2025/2026,SEM1,1,18,63.0,6,5,1,1,0,0,15.0,3.0,3.5,18,15.0,63.0,3.5
J25M43/006,A11259,Master of Information Technology,2025/2026,SEM2,2,22,61.0,7,5,2,0,2,0,16.0,6.0,2.77,40,31.0,124.0,3.1
J25M51/002,A11643,Master of Science in Water and Sanitation,2025/2026,SEM1,1,21,85.5,7,7,0,0,0,0,21.0,0.0,4.07,21,21.0,85.5,4.07
J25M51/002,A11643,Master of Science in Water and Sanitation,2025/2026,SEM2,2,18,49.0,6,4,2,2,0,0,11.0,7.0,2.72,39,32.0,134.5,3.45
J25M51/004,A11650,Master of Science in Water and Sanitation,2025/2026,SEM1,1,21,73.5,7,5,2,0,2,0,15.0,6.0,3.5,21,15.0,73.5,3.5
J25M51/004,A11650,Master of Science in Water and Sanitation,2025/2026,SEM2,2,18,69.0,6,5,1,0,0,1,15.0,3.0,3.83,39,30.0,142.5,3.65
J25M51/006,A11670,Master of Science in Water and Sanitation,2025/2026,SEM1,1,21,47.0,7,4,3,0,3,0,12.0,9.0,2.24,21,12.0,47.0,2.24
J25M51/006,A11670,Master of Science in Water and Sanitation,2025/2026,SEM2,2,18,39.0,6,4,2,0,1,1,11.0,7.0,2.17,39,23.0,86.0,2.21
J25M52/002,A11554,Master of Science in Data Science and Analytics,2025/2026,SEM1,1,18,42.0,6,3,3,0,3,0,9.0,9.0,2.33,18,9.0,42.0,2.33
J25M52/002,A11554,Master of Science in Data Science and Analytics,2025/2026,SEM2,2,22,45.0,7,3,4,0,4,0,8.0,14.0,2.05,40,17.0,87.0,2.17
J25M52/004,A11562,Master of Science in Data Science and Analytics,2025/2026,SEM1,1,18,67.5,6,6,0,0,0,0,18.0,0.0,3.75,18,18.0,67.5,3.75
J25M52/004,A11562,Master of Science in Data Science and Analytics,2025/2026,SEM2,2,22,58.0,7,6,1,1,0,0,18.0,4.0,2.64,40,36.0,125.5,3.14
J25M52/007,A11572,Master of Science in Data Science and Analytics,2025/2026,SEM1,1,18,51.5,6,5,1,0,1,0,15.0,3.0,2.86,18,15.0,51.5,2.86
J25M52/007,A11572,Master of Science in Data Science and Analytics,2025/2026,SEM2,2,22,48.5,7,4,3,1,2,0,13.0,9.0,2.2,40,28.0,100.0,2.5
J25M52/009,A11580,Master of Science in Data Science and Analytics,2025/2026,SEM1,1,18,69.0,6,6,0,0,0,0,18.0,0.0,3.83,18,18.0,69.0,3.83
J25M52/009,A11580,Master of Science in Data Science and Analytics,2025/2026,SEM2,2,22,75.0,7,5,2,1,1,0,17.0,5.0,3.41,40,35.0,144.0,3.6
J25M53/001,A11593,Master of Science in Environmental Science & Management,2025/2026,SEM1,1,18,48.5,6,5,1,1,0,0,15.0,3.0,2.69,18,15.0,48.5,2.69
J25M53/001,A11593,Master of Science in Environmental Science & Management,2025/2026,SEM2,2,22,59.0,7,5,2,2,0,0,16.0,6.0,2.68,40,31.0,107.5,2.69
J25M53/003,A11611,Master of Science in Environmental Science & Management,2025/2026,SEM1,1,18,71.5,6,6,0,0,0,0,18.0,0.0,3.97,18,18.0,71.5,3.97
J25M53/003,A11611,Master of Science in Environmental Science & Management,2025/2026,SEM2,2,22,80.0,7,5,2,1,1,0,16.0,6.0,3.64,40,34.0,151.5,3.79
J25M53/006,A11625,Master of Science in Environmental Science & Management,2025/2026,SEM1,1,18,73.0,6,5,1,0,0,1,15.0,3.0,4.06,18,15.0,73.0,4.06
J25M53/006,A11625,Master of Science in Environmental Science & Management,2025/2026,SEM2,2,22,86.5,7,6,1,1,0,0,18.0,4.0,3.93,40,33.0,159.5,3.99
J25M59/001,A19812,Master of Social Work,2025/2026,SEM1,1,18,61.0,6,6,0,0,0,0,18.0,0.0,3.39,18,18.0,61.0,3.39
J25M59/001,A19812,Master of Social Work,2025/2026,SEM2,2,22,81.5,7,7,0,0,0,0,22.0,0.0,3.7,40,40.0,142.5,3.56
J25M59/003,A19822,Master of Social Work,2025/2026,SEM1,1,18,69.0,6,4,2,1,1,0,12.0,6.0,3.83,18,12.0,69.0,3.83
J25M59/003,A19822,Master of Social Work,2025/2026,SEM2,2,22,99.0,7,7,0,0,0,0,22.0,0.0,4.5,40,34.0,168.0,4.2
J25M59/007,A19861,Master of Social Work,2025/2026,SEM1,1,18,59.5,6,6,0,0,0,0,18.0,0.0,3.31,18,18.0,59.5,3.31
J25M59/007,A19861,Master of Social Work,2025/2026,SEM2,2,22,56.0,7,4,3,1,2,0,12.0,10.0,2.55,40,30.0,115.5,2.89
J25M59/009,A19865,Master of Social Work,2025/2026,SEM1,1,18,87.0,6,6,0,0,0,0,18.0,0.0,4.83,18,18.0,87.0,4.83
J25M59/009,A19865,Master of Social Work,2025/2026,SEM2,2,22,71.0,7,6,1,0,0,1,18.0,4.0,3.23,40,36.0,158.0,3.95
J25M59/011,A19867,Master of Social Work,2025/2026,SEM1,1,18,58.5,6,5,1,0,0,1,15.0,3.0,3.25,18,15.0,58.5,3.25
J25M59/011,A19867,Master of Social Work,2025/2026,SEM2,2,22,88.5,7,7,0,0,0,0,22.0,0.0,4.02,40,37.0,147.0,3.68
J25M60/001,A19451,Master of Counseling Psychology,2025/2026,SEM1,1,18,57.5,6,5,1,0,1,0,15.0,3.0,3.19,18,15.0,57.5,3.19
J25M60/001,A19451,Master of Counseling Psychology,2025/2026,SEM2,2,22,67.5,7,7,0,0,0,0,22.0,0.0,3.07,40,37.0,125.0,3.12
J25M60/003,A19473,Master of Counseling Psychology,2025/2026,SEM1,1,18,59.5,6,6,0,0,0,0,18.0,0.0,3.31,18,18.0,59.5,3.31
J25M60/003,A19473,Master of Counseling Psychology,2025/2026,SEM2,2,22,68.5,7,7,0,0,0,0,22.0,0.0,3.11,40,40.0,128.0,3.2
J25M61/002,A19597,Master of Governance and International Relations,2025/2026,SEM1,1,18,52.5,6,4,2,0,1,1,13.0,5.0,2.92,18,13.0,52.5,2.92
J25M61/002,A19597,Master of Governance and International Relations,2025/2026,SEM2,2,22,63.0,7,4,3,1,1,1,13.0,9.0,2.86,40,26.0,115.5,2.89
J25M61/004,A19609,Master of Governance and International Relations,2025/2026,SEM1,1,18,37.0,6,3,3,1,2,0,10.0,8.0,2.06,18,10.0,37.0,2.06
J25M61/004,A19609,Master of Governance and International Relations,2025/2026,SEM2,2,22,52.5,7,5,2,0,2,0,16.0,6.0,2.39,40,26.0,89.5,2.24
J25M61/009,A19650,Master of Governance and International Relations,2025/2026,SEM1,1,18,56.0,6,5,1,0,0,1,15.0,3.0,3.11,18,15.0,56.0,3.11
J25M61/009,A19650,Master of Governance and International Relations,2025/2026,SEM2,2,22,57.5,7,3,4,0,3,1,9.0,13.0,2.61,40,24.0,113.5,2.84
J25M61/012,A19657,Master of Governance and International Relations,2025/2026,SEM1,1,18,69.0,6,6,0,0,0,0,18.0,0.0,3.83,18,18.0,69.0,3.83
J25M61/012,A19657,Master of Governance and International Relations,2025/2026,SEM2,2,22,72.5,7,6,1,0,1,0,20.0,2.0,3.3,40,38.0,141.5,3.54
J25M62/002,A19680,Master of Public Administration and Management,2025/2026,SEM1,1,21,51.5,7,3,4,0,4,0,8.0,13.0,2.45,21,8.0,51.5,2.45
J25M62/002,A19680,Master of Public Administration and Management,2025/2026,SEM2,2,18,54.0,6,3,3,0,3,0,9.0,9.0,3.0,39,17.0,105.5,2.71
J25M62/004,A19688,Master of Public Administration and Management,2025/2026,SEM1,1,21,88.5,7,7,0,0,0,0,21.0,0.0,4.21,21,21.0,88.5,4.21
J25M62/004,A19688,Master of Public Administration and Management,2025/2026,SEM2,2,18,57.5,6,5,1,1,0,0,15.0,3.0,3.19,39,36.0,146.0,3.74
J25M62/007,A19692,Master of Public Administration and Management,2025/2026,SEM1,1,21,97.0,7,7,0,0,0,0,21.0,0.0,4.62,21,21.0,97.0,4.62
J25M62/007,A19692,Master of Public Administration and Management,2025/2026,SEM2,2,18,79.0,6,6,0,0,0,0,18.0,0.0,4.39,39,39.0,176.0,4.51
J25M63/001,A19744,Master of Research and Public Policy,2025/2026,SEM1,1,21,75.0,7,7,0,0,0,0,21.0,0.0,3.57,21,21.0,75.0,3.57
J25M63/001,A19744,Master of Research and Public Policy,2025/2026,SEM2,2,18,49.5,6,4,2,0,2,0,12.0,6.0,2.75,39,33.0,124.5,3.19
J25M63/004,A19768,Master of Research and Public Policy,2025/2026,SEM1,1,21,78.0,7,7,0,0,0,0,21.0,0.0,3.71,21,21.0,78.0,3.71
J25M63/004,A19768,Master of Research and Public Policy,2025/2026,SEM2,2,18,44.0,6,4,2,0,2,0,12.0,6.0,2.44,39,33.0,122.0,3.13
J25M63/006,A19783,Master of Research and Public Policy,2025/2026,SEM1,1,21,46.5,7,5,2,0,2,0,15.0,6.0,2.21,21,15.0,46.5,2.21
J25M63/006,A19783,Master of Research and Public Policy,2025/2026,SEM2,2,18,61.0,6,6,0,0,0,0,18.0,0.0,3.39,39,33.0,107.5,2.76
J25M63/009,A19800,Master of Research and Public Policy,2025/2026,SEM1,1,21,72.0,7,6,1,0,1,0,19.0,2.0,3.43,21,19.0,72.0,3.43
J25M63/009,A19800,Master of Research and Public Policy,2025/2026,SEM2,2,18,70.5,6,4,2,1,1,0,13.0,5.0,3.92,39,32.0,142.5,3.65
J25M64/002,A19529,Master of Development Monitoring and Evaluation,2025/2026,SEM1,1,18,79.0,6,6,0,0,0,0,18.0,0.0,4.39,18,18.0,79.0,4.39
J25M64/002,A19529,Master of Development Monitoring and Evaluation,2025/2026,SEM2,2,22,94.0,7,7,0,0,0,0,22.0,0.0,4.27,40,40.0,173.0,4.32
J25M64/005,A19542,Master of Development Monitoring and Evaluation,2025/2026,SEM1,1,18,58.0,6,5,1,1,0,0,15.0,3.0,3.22,18,15.0,58.0,3.22
J25M64/005,A19542,Master of Development Monitoring and Evaluation,2025/2026,SEM2,2,22,52.5,7,5,2,0,2,0,15.0,7.0,2.39,40,30.0,110.5,2.76
J25M64/007,A19547,Master of Development Monitoring and Evaluation,2025/2026,SEM1,1,18,35.0,6,3,3,0,3,0,8.0,10.0,1.94,18,8.0,35.0,1.94
J25M64/007,A19547,Master of Development Monitoring and Evaluation,2025/2026,SEM2,2,22,61.0,7,5,2,1,1,0,15.0,7.0,2.77,40,23.0,96.0,2.4
J25M64/009,A19553,Master of Development Monitoring and Evaluation,2025/2026,SEM1,1,18,67.0,6,6,0,0,0,0,18.0,0.0,3.72,18,18.0,67.0,3.72
J25M64/009,A19553,Master of Development Monitoring and Evaluation,2025/2026,SEM2,2,22,70.0,7,6,1,0,1,0,19.0,3.0,3.18,40,37.0,137.0,3.42
J25M64/013,A19570,Master of Development Monitoring and Evaluation,2025/2026,SEM1,1,18,50.0,6,4,2,0,1,1,13.0,5.0,2.78,18,13.0,50.0,2.78
J25M64/013,A19570,Master of Development Monitoring and Evaluation,2025/2026,SEM2,2,22,75.0,7,7,0,0,0,0,22.0,0.0,3.41,40,35.0,125.0,3.12
J25M64/015,A19578,Master of Development Monitoring and Evaluation,2025/2026,SEM1,1,18,47.5,6,4,2,0,2,0,11.0,7.0,2.64,18,11.0,47.5,2.64
J25M64/015,A19578,Master of Development Monitoring and Evaluation,2025/2026,SEM2,2,22,46.0,7,4,3,1,2,0,13.0,9.0,2.09,40,24.0,93.5,2.34
J25M64/017,A19587,Master of Development Monitoring and Evaluation,2025/2026,SEM1,1,18,59.5,6,6,0,0,0,0,18.0,0.0,3.31,18,18.0,59.5,3.31
J25M64/017,A19587,Master of Development Monitoring and Evaluation,2025/2026,SEM2,2,22,66.5,7,5,2,0,2,0,15.0,7.0,3.02,40,33.0,126.0,3.15
J25M64/019,A19589,Master of Development Monitoring and Evaluation,2025/2026,SEM1,1,18,69.5,6,5,1,0,1,0,16.0,2.0,3.86,18,16.0,69.5,3.86
J25M64/019,A19589,Master of Development Monitoring and Evaluation,2025/2026,SEM2,2,22,52.0,7,3,4,1,1,2,9.0,13.0,2.36,40,25.0,121.5,3.04
J25M65/001,A19379,Master of Arts in African Studies,2025/2026,SEM1,1,18,63.5,6,6,0,0,0,0,18.0,0.0,3.53,18,18.0,63.5,3.53
J25M65/001,A19379,Master of Arts in African Studies,2025/2026,SEM2,2,22,77.5,7,7,0,0,0,0,22.0,0.0,3.52,40,40.0,141.0,3.52
J25M65/003,A19390,Master of Arts in African Studies,2025/2026,SEM1,1,18,55.0,6,5,1,0,1,0,15.0,3.0,3.06,18,15.0,55.0,3.06
J25M65/003,A19390,Master of Arts in African Studies,2025/2026,SEM2,2,22,82.0,7,6,1,0,0,1,19.0,3.0,3.73,40,34.0,137.0,3.42
J25M65/008,A19443,Master of Arts in African Studies,2025/2026,SEM1,1,18,66.0,6,5,1,1,0,0,14.0,4.0,3.67,18,14.0,66.0,3.67
J25M65/008,A19443,Master of Arts in African Studies,2025/2026,SEM2,2,22,92.0,7,7,0,0,0,0,22.0,0.0,4.18,40,36.0,158.0,3.95
J25M74/002,A13445,Master of Business Administration,2025/2026,SEM1,1,18,55.0,6,4,2,1,0,1,11.0,7.0,3.06,18,11.0,55.0,3.06
J25M74/002,A13445,Master of Business Administration,2025/2026,SEM2,2,22,64.0,7,5,2,0,0,2,15.0,7.0,2.91,40,26.0,119.0,2.98
J25M74/006,A13469,Master of Business Administration,2025/2026,SEM1,1,18,82.0,6,6,0,0,0,0,18.0,0.0,4.56,18,18.0,82.0,4.56
J25M74/006,A13469,Master of Business Administration,2025/2026,SEM2,2,22,75.5,7,5,2,2,0,0,16.0,6.0,3.43,40,34.0,157.5,3.94
J25M74/008,A13478,Master of Business Administration,2025/2026,SEM1,1,18,57.0,6,5,1,1,0,0,15.0,3.0,3.17,18,15.0,57.0,3.17
J25M74/008,A13478,Master of Business Administration,2025/2026,SEM2,2,22,88.0,7,7,0,0,0,0,22.0,0.0,4.0,40,37.0,145.0,3.62
J25M74/010,A13487,Master of Business Administration,2025/2026,SEM1,1,18,62.5,6,5,1,1,0,0,15.0,3.0,3.47,18,15.0,62.5,3.47
J25M74/010,A13487,Master of Business Administration,2025/2026,SEM2,2,22,88.5,7,6,1,1,0,0,18.0,4.0,4.02,40,33.0,151.0,3.78
J25M74/014,A13512,Master of Business Administration,2025/2026,SEM1,1,18,72.0,6,6,0,0,0,0,18.0,0.0,4.0,18,18.0,72.0,4.0
J25M74/014,A13512,Master of Business Administration,2025/2026,SEM2,2,22,75.0,7,6,1,1,0,0,19.0,3.0,3.41,40,37.0,147.0,3.68
J25M75/003,A13363,Master of Arts in Organizational Leadership and Management,2025/2026,SEM1,1,18,55.5,6,5,1,0,1,0,15.0,3.0,3.08,18,15.0,55.5,3.08
J25M75/003,A13363,Master of Arts in Organizational Leadership and Management,2025/2026,SEM2,2,22,74.5,7,6,1,0,1,0,20.0,2.0,3.39,40,35.0,130.0,3.25
J25M75/006,A13380,Master of Arts in Organizational Leadership and Management,2025/2026,SEM1,1,18,68.5,6,6,0,0,0,0,18.0,0.0,3.81,18,18.0,68.5,3.81
J25M75/006,A13380,Master of Arts in Organizational Leadership and Management,2025/2026,SEM2,2,22,70.0,7,5,2,2,0,0,17.0,5.0,3.18,40,35.0,138.5,3.46
J25M75/009,A13400,Master of Arts in Organizational Leadership and Management,2025/2026,SEM1,1,18,47.5,6,5,1,0,0,1,16.0,2.0,2.64,18,16.0,47.5,2.64
J25M75/009,A13400,Master of Arts in Organizational Leadership and Management,2025/2026,SEM2,2,22,56.5,7,5,2,0,2,0,15.0,7.0,2.57,40,31.0,104.0,2.6
J25M75/011,A13411,Master of Arts in Organizational Leadership and Management,2025/2026,SEM1,1,18,77.0,6,6,0,0,0,0,18.0,0.0,4.28,18,18.0,77.0,4.28
J25M75/011,A13411,Master of Arts in Organizational Leadership and Management,2025/2026,SEM2,2,22,90.0,7,7,0,0,0,0,22.0,0.0,4.09,40,40.0,167.0,4.18
J25M75/013,A13421,Master of Arts in Organizational Leadership and Management,2025/2026,SEM1,1,18,55.0,6,5,1,1,0,0,15.0,3.0,3.06,18,15.0,55.0,3.06
J25M75/013,A13421,Master of Arts in Organizational Leadership and Management,2025/2026,SEM2,2,22,48.0,7,3,4,2,1,1,10.0,12.0,2.18,40,25.0,103.0,2.58
J25M75/015,A13434,Master of Arts in Organizational Leadership and Management,2025/2026,SEM1,1,18,76.0,6,6,0,0,0,0,18.0,0.0,4.22,18,18.0,76.0,4.22
J25M75/015,A13434,Master of Arts in Organizational Leadership and Management,2025/2026,SEM2,2,22,74.0,7,5,2,0,0,2,15.0,7.0,3.36,40,33.0,150.0,3.75
J25M79/001,A13732,Master of Human Resource Management,2025/2026,SEM1,1,18,79.5,6,6,0,0,0,0,18.0,0.0,4.42,18,18.0,79.5,4.42
J25M79/001,A13732,Master of Human Resource Management,2025/2026,SEM2,2,22,96.5,7,6,1,1,0,0,19.0,3.0,4.39,40,37.0,176.0,4.4
J25M79/003,A13745,Master of Human Resource Management,2025/2026,SEM1,1,18,40.5,6,3,3,0,3,0,9.0,9.0,2.25,18,9.0,40.5,2.25
J25M79/003,A13745,Master of Human Resource Management,2025/2026,SEM2,2,22,55.5,7,4,3,1,2,0,12.0,10.0,2.52,40,21.0,96.0,2.4
J25M79/005,A13769,Master of Human Resource Management,2025/2026,SEM1,1,18,61.0,6,5,1,1,0,0,15.0,3.0,3.39,18,15.0,61.0,3.39
J25M79/005,A13769,Master of Human Resource Management,2025/2026,SEM2,2,22,73.0,7,4,3,1,2,0,12.0,10.0,3.32,40,27.0,134.0,3.35
J25M79/008,A13784,Master of Human Resource Management,2025/2026,SEM1,1,18,71.5,6,5,1,0,0,1,14.0,4.0,3.97,18,14.0,71.5,3.97
J25M79/008,A13784,Master of Human Resource Management,2025/2026,SEM2,2,22,80.5,7,6,1,0,0,1,18.0,4.0,3.66,40,32.0,152.0,3.8
J25M79/010,A13800,Master of Human Resource Management,2025/2026,SEM1,1,18,51.5,6,5,1,1,0,0,15.0,3.0,2.86,18,15.0,51.5,2.86
J25M79/010,A13800,Master of Human Resource Management,2025/2026,SEM2,2,22,51.0,7,4,3,0,3,0,11.0,11.0,2.32,40,26.0,102.5,2.56
J25M79/012,A13803,Master of Human Resource Management,2025/2026,SEM1,1,18,41.0,6,3,3,1,2,0,8.0,10.0,2.28,18,8.0,41.0,2.28
J25M79/012,A13803,Master of Human Resource Management,2025/2026,SEM2,2,22,59.5,7,4,3,0,3,0,13.0,9.0,2.7,40,21.0,100.5,2.51
J25M82/001,A14065,Master of Science in Procurement and Supply Chain Management,2025/2026,SEM1,1,21,67.5,7,7,0,0,0,0,21.0,0.0,3.21,21,21.0,67.5,3.21
J25M82/001,A14065,Master of Science in Procurement and Supply Chain Management,2025/2026,SEM2,2,18,58.5,6,5,1,0,1,0,14.0,4.0,3.25,39,35.0,126.0,3.23
J25M82/004,A14092,Master of Science in Procurement and Supply Chain Management,2025/2026,SEM1,1,21,70.5,7,6,1,0,1,0,18.0,3.0,3.36,21,18.0,70.5,3.36
J25M82/004,A14092,Master of Science in Procurement and Supply Chain Management,2025/2026,SEM2,2,18,51.0,6,4,2,1,1,0,13.0,5.0,2.83,39,31.0,121.5,3.12
J25M82/007,A14114,Master of Science in Procurement and Supply Chain Management,2025/2026,SEM1,1,21,89.5,7,7,0,0,0,0,21.0,0.0,4.26,21,21.0,89.5,4.26
J25M82/007,A14114,Master of Science in Procurement and Supply Chain Management,2025/2026,SEM2,2,18,69.0,6,5,1,0,0,1,15.0,3.0,3.83,39,36.0,158.5,4.06
J25M82/009,A14124,Master of Science in Procurement and Supply Chain Management,2025/2026,SEM1,1,21,64.5,7,5,2,0,1,1,14.0,7.0,3.07,21,14.0,64.5,3.07
J25M82/009,A14124,Master of Science in Procurement and Supply Chain Management,2025/2026,SEM2,2,18,37.5,6,3,3,1,0,2,10.0,8.0,2.08,39,24.0,102.0,2.62
J25M87/003,A17284,Master of Laws in International Business Law,2025/2026,SEM1,1,18,79.5,6,6,0,0,0,0,18.0,0.0,4.42,18,18.0,79.5,4.42
J25M87/003,A17284,Master of Laws in International Business Law,2025/2026,SEM2,2,22,97.5,7,7,0,0,0,0,22.0,0.0,4.43,40,40.0,177.0,4.42
J25M87/006,A17291,Master of Laws in International Business Law,2025/2026,SEM1,1,18,60.0,6,5,1,1,0,0,15.0,3.0,3.33,18,15.0,60.0,3.33
J25M87/006,A17291,Master of Laws in International Business Law,2025/2026,SEM2,2,22,75.5,7,6,1,0,1,0,18.0,4.0,3.43,40,33.0,135.5,3.39
J25M87/008,A17295,Master of Laws in International Business Law,2025/2026,SEM1,1,18,34.5,6,2,4,0,4,0,6.0,12.0,1.92,18,6.0,34.5,1.92
J25M87/008,A17295,Master of Laws in International Business Law,2025/2026,SEM2,2,22,45.5,7,4,3,0,3,0,11.0,11.0,2.07,40,17.0,80.0,2.0
J25M87/010,A17299,Master of Laws in International Business Law,2025/2026,SEM1,1,18,48.0,6,4,2,1,1,0,12.0,6.0,2.67,18,12.0,48.0,2.67
J25M87/010,A17299,Master of Laws in International Business Law,2025/2026,SEM2,2,22,78.5,7,5,2,1,1,0,17.0,5.0,3.57,40,29.0,126.5,3.16
J25M87/012,A17305,Master of Laws in International Business Law,2025/2026,SEM1,1,18,68.0,6,6,0,0,0,0,18.0,0.0,3.78,18,18.0,68.0,3.78
J25M87/012,A17305,Master of Laws in International Business Law,2025/2026,SEM2,2,22,79.5,7,6,1,0,0,1,19.0,3.0,3.61,40,37.0,147.5,3.69
J25M87/014,A17309,Master of Laws in International Business Law,2025/2026,SEM1,1,18,54.5,6,4,2,0,2,0,12.0,6.0,3.03,18,12.0,54.5,3.03
J25M87/014,A17309,Master of Laws in International Business Law,2025/2026,SEM2,2,22,52.5,7,4,3,0,3,0,13.0,9.0,2.39,40,25.0,107.0,2.68
J25M87/016,A17321,Master of Laws in International Business Law,2025/2026,SEM1,1,18,76.5,6,6,0,0,0,0,18.0,0.0,4.25,18,18.0,76.5,4.25
J25M87/016,A17321,Master of Laws in International Business Law,2025/2026,SEM2,2,22,106.0,7,7,0,0,0,0,22.0,0.0,4.82,40,40.0,182.5,4.56
J25M87/018,A17331,Master of Laws in International Business Law,2025/2026,SEM1,1,18,53.0,6,4,2,1,1,0,12.0,6.0,2.94,18,12.0,53.0,2.94
J25M87/018,A17331,Master of Laws in International Business Law,2025/2026,SEM2,2,22,80.0,7,6,1,0,1,0,19.0,3.0,3.64,40,31.0,133.0,3.32
J25M87/020,A17337,Master of Laws in International Business Law,2025/2026,SEM1,1,18,49.5,6,5,1,0,1,0,15.0,3.0,2.75,18,15.0,49.5,2.75
J25M87/020,A17337,Master of Laws in International Business Law,2025/2026,SEM2,2,22,72.5,7,5,2,1,1,0,17.0,5.0,3.3,40,32.0,122.0,3.05
J25M87/023,A17349,Master of Laws in International Business Law,2025/2026,SEM1,1,18,39.0,6,3,3,0,3,0,8.0,10.0,2.17,18,8.0,39.0,2.17
J25M87/023,A17349,Master of Laws in International Business Law,2025/2026,SEM2,2,22,65.0,7,5,2,0,2,0,15.0,7.0,2.95,40,23.0,104.0,2.6
J25M87/027,A17405,Master of Laws in International Business Law,2025/2026,SEM1,1,18,76.0,6,6,0,0,0,0,18.0,0.0,4.22,18,18.0,76.0,4.22
J25M87/027,A17405,Master of Laws in International Business Law,2025/2026,SEM2,2,22,93.0,7,7,0,0,0,0,22.0,0.0,4.23,40,40.0,169.0,4.22
J25M87/029,A17411,Master of Laws in International Business Law,2025/2026,SEM1,1,18,48.5,6,4,2,0,2,0,11.0,7.0,2.69,18,11.0,48.5,2.69
J25M87/029,A17411,Master of Laws in International Business Law,2025/2026,SEM2,2,22,66.5,7,5,2,1,1,0,16.0,6.0,3.02,40,27.0,115.0,2.88
J25M87/031,A17429,Master of Laws in International Business Law,2025/2026,SEM1,1,18,71.0,6,5,1,1,0,0,15.0,3.0,3.94,18,15.0,71.0,3.94
J25M87/031,A17429,Master of Laws in International Business Law,2025/2026,SEM2,2,22,90.5,7,6,1,0,1,0,19.0,3.0,4.11,40,34.0,161.5,4.04
J25M87/035,A17452,Master of Laws in International Business Law,2025/2026,SEM1,1,18,55.0,6,5,1,0,0,1,15.0,3.0,3.06,18,15.0,55.0,3.06
J25M87/035,A17452,Master of Laws in International Business Law,2025/2026,SEM2,2,22,55.0,7,5,2,0,2,0,15.0,7.0,2.5,40,30.0,110.0,2.75
J25M87/037,A17466,Master of Laws in International Business Law,2025/2026,SEM1,1,18,48.0,6,3,3,0,3,0,10.0,8.0,2.67,18,10.0,48.0,2.67
J25M87/037,A17466,Master of Laws in International Business Law,2025/2026,SEM2,2,22,63.5,7,5,2,1,0,1,16.0,6.0,2.89,40,26.0,111.5,2.79
J25M87/039,A17475,Master of Laws in International Business Law,2025/2026,SEM1,1,18,44.5,6,5,1,1,0,0,16.0,2.0,2.47,18,16.0,44.5,2.47
J25M87/039,A17475,Master of Laws in International Business Law,2025/2026,SEM2,2,22,55.0,7,6,1,0,1,0,18.0,4.0,2.5,40,34.0,99.5,2.49
