SPONSOR_PAYMENT_ID,REG_NO,ACC_NO,PROGRAM,SPONSOR_NAME,SCHOLARSHIP_TYPE,ACADEMIC_YEAR,SEMESTER,SEMESTER_INDEX,AMOUNT_SPONSORED_UGX,DISBURSEMENT_DATE,SPONSOR_REFERENCE,STATUS
SP0000044,J24B06/011,A10065,Bachelor of Divinity,Government Sponsorship,TUITION_WAIVER,2024/2025,SEM1,1,2475381,2024-02-06,TB89Z37MQZ,PENDING
SP0000045,J24B06/011,A10065,Bachelor of Divinity,Government Sponsorship,TUITION_WAIVER,2024/2025,SEM2,2,2566307,2024-05-17,7XCW72IBU1,APPROVED
SP0000046,J24B06/011,A10065,Bachelor of Divinity,Government Sponsorship,TUITION_WAIVER,2025/2026,SEM1,3,1777546,2025-02-15,V9FDL03BN1,APPROVED
SP0000047,J24B06/011,A10065,Bachelor of Divinity,Government Sponsorship,TUITION_WAIVER,2025/2026,SEM2,4,1008304,2025-05-29,XQWGZMP586,PENDING
SP0000048,J24B06/011,A10065,Bachelor of Divinity,Government Sponsorship,TUITION_WAIVER,2026/2027,SEM1,5,2651570,2026-01-16,3SB44B865P,APPROVED
SP0000049,J24B06/013,A10076,Bachelor of Divinity,International Education Grant,TUITION_WAIVER,2024/2025,SEM1,1,1281844,2024-02-10,TAXC0XCZQC,APPROVED
SP0000050,J24B06/013,A10076,Bachelor of Divinity,International Education Grant,TUITION_WAIVER,2024/2025,SEM2,2,1103388,2024-06-26,XTKJ3GDWCY,APPROVED
SP0000051,J24B06/013,A10076,Bachelor of Divinity,International Education Grant,TUITION_WAIVER,2025/2026,SEM1,3,2553972,2025-02-09,ZQGU8L70I6,APPROVED
SP0000052,J24B06/013,A10076,Bachelor of Divinity,International Education Grant,TUITION_WAIVER,2025/2026,SEM2,4,1824821,2025-06-24,AA16W5Z426,APPROVED
SP0000053,J24B06/013,A10076,Bachelor of Divinity,International Education Grant,TUITION_WAIVER,2026/2027,SEM1,5,3125972,2026-01-31,DT357GRFRZ,PENDING
SP0000054,J24B06/015,A10081,Bachelor of Divinity,NGO Education Fund,PARTIAL_SCHOLARSHIP,2024/2025,SEM1,1,1897075,2024-02-16,0IJ7CATQHJ,APPROVED
SP0000055,J24B06/015,A10081,Bachelor of Divinity,NGO Education Fund,PARTIAL_SCHOLARSHIP,2024/2025,SEM2,2,789628,2024-06-24,SOWLOZUZJF,APPROVED
SP0000056,J24B06/015,A10081,Bachelor of Divinity,NGO Education Fund,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,3,1710771,2025-02-28,1Z1IFSRSL8,APPROVED
SP0000057,J24B06/015,A10081,Bachelor of Divinity,NGO Education Fund,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,4,838210,2025-05-11,YXRRLQ8TU3,PENDING
SP0000058,J24B06/015,A10081,Bachelor of Divinity,NGO Education Fund,PARTIAL_SCHOLARSHIP,2026/2027,SEM1,5,1777225,2026-01-14,XL6CKEMGO3,APPROVED
SP0000059,J24B06/018,A10115,Bachelor of Divinity,Corporate Scholarship,TUITION_WAIVER,2024/2025,SEM1,1,1380418,2024-02-24,AWCWVTIOCY,APPROVED
SP0000060,J24B06/018,A10115,Bachelor of Divinity,Corporate Scholarship,TUITION_WAIVER,2024/2025,SEM2,2,2493222,2024-06-25,MLW9VQX0IP,APPROVED
SP0000061,J24B06/018,A10115,Bachelor of Divinity,Corporate Scholarship,TUITION_WAIVER,2025/2026,SEM1,3,1448006,2025-01-16,C4MXLMAU0S,APPROVED
SP0000062,J24B06/018,A10115,Bachelor of Divinity,Corporate Scholarship,TUITION_WAIVER,2025/2026,SEM2,4,906208,2025-05-12,UA06P2TB5I,APPROVED
SP0000063,J24B06/018,A10115,Bachelor of Divinity,Corporate Scholarship,TUITION_WAIVER,2026/2027,SEM1,5,2223859,2026-01-30,DOGJXMZ4O3,PENDING
SP0000064,J25B06/002,A10030,Bachelor of Divinity,International Education Grant,TUITION_WAIVER,2025/2026,SEM1,1,2143939,2025-01-10,U8PLC40FIJ,APPROVED
SP0000065,J25B06/002,A10030,Bachelor of Divinity,International Education Grant,TUITION_WAIVER,2025/2026,SEM2,2,1731014,2025-05-20,4W8BOXLXIL,PENDING
SP0000066,J25B06/002,A10030,Bachelor of Divinity,International Education Grant,TUITION_WAIVER,2026/2027,SEM1,3,823160,2026-01-31,7V6ZU8WELY,PENDING
SP0000067,J25B06/004,A10038,Bachelor of Divinity,Alumni Foundation,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,1,1778099,2025-02-09,NPGYRMYV4V,PENDING
SP0000068,J25B06/004,A10038,Bachelor of Divinity,Alumni Foundation,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,2,2852120,2025-05-17,XRP9IJRIOK,APPROVED
SP0000069,J25B06/004,A10038,Bachelor of Divinity,Alumni Foundation,PARTIAL_SCHOLARSHIP,2026/2027,SEM1,3,2188001,2026-01-31,MGIW93WSX1,APPROVED
SP0000070,J25B06/007,A10056,Bachelor of Divinity,Corporate Scholarship,MERIT_BASED_AID,2025/2026,SEM1,1,1622464,2025-01-30,REJWFDXCM4,APPROVED
SP0000071,J25B06/007,A10056,Bachelor of Divinity,Corporate Scholarship,MERIT_BASED_AID,2025/2026,SEM2,2,2945479,2025-05-26,Q0PMJKV3VQ,PENDING
SP0000072,J25B06/007,A10056,Bachelor of Divinity,Corporate Scholarship,MERIT_BASED_AID,2026/2027,SEM1,3,2150508,2026-01-31,0HDDA2I774,APPROVED
SP0000073,J25B06/009,A10074,Bachelor of Divinity,Church Education Fund,FULL_SCHOLARSHIP,2025/2026,SEM1,1,1880114,2025-01-27,B43N969AP7,APPROVED
SP0000074,J25B06/009,A10074,Bachelor of Divinity,Church Education Fund,FULL_SCHOLARSHIP,2025/2026,SEM2,2,2012405,2025-05-23,MOGAA2RNP0,APPROVED
SP0000075,J25B06/009,A10074,Bachelor of Divinity,Church Education Fund,FULL_SCHOLARSHIP,2026/2027,SEM1,3,969661,2026-01-31,7FZSQ4NFCH,APPROVED
SP0000076,J25B06/011,A10094,Bachelor of Divinity,Corporate Scholarship,MERIT_BASED_AID,2025/2026,SEM1,1,2536024,2025-01-30,V7MNX56QIX,APPROVED
SP0000077,J25B06/011,A10094,Bachelor of Divinity,Corporate Scholarship,MERIT_BASED_AID,2025/2026,SEM2,2,2070615,2025-05-16,CMNOALYSDC,APPROVED
SP0000078,KJ23B06/003,A10026,Bachelor of Divinity,International Education Grant,MERIT_BASED_AID,2023/2024,SEM1,1,2914791,2023-01-31,DL8CLMXSI3,APPROVED
SP0000079,KJ23B06/003,A10026,Bachelor of Divinity,International Education Grant,MERIT_BASED_AID,2023/2024,SEM2,2,2992880,2023-06-12,2XD6IKGDBS,APPROVED
SP0000080,KJ23B06/003,A10026,Bachelor of Divinity,International Education Grant,MERIT_BASED_AID,2024/2025,SEM1,3,2556045,2024-02-29,RXH4AABFTC,PENDING
SP0000081,KJ23B06/003,A10026,Bachelor of Divinity,International Education Grant,MERIT_BASED_AID,2024/2025,SEM2,4,1208397,2024-05-23,2VW5CC1179,PENDING
SP0000082,KJ23B06/003,A10026,Bachelor of Divinity,International Education Grant,MERIT_BASED_AID,2025/2026,SEM1,5,3300557,2025-02-21,073CHLZKEH,APPROVED
SP0000083,KJ23B06/003,A10026,Bachelor of Divinity,International Education Grant,MERIT_BASED_AID,2025/2026,SEM2,6,2917196,2025-06-09,YO6RYRQ9VD,APPROVED
SP0000084,KJ23B06/006,A10084,Bachelor of Divinity,Alumni Foundation,PARTIAL_SCHOLARSHIP,2023/2024,SEM1,1,2572743,2023-01-15,554HJDUHTW,APPROVED
SP0000085,KJ23B06/006,A10084,Bachelor of Divinity,Alumni Foundation,PARTIAL_SCHOLARSHIP,2023/2024,SEM2,2,3340160,2023-06-26,85INIC3LUV,APPROVED
SP0000086,KJ23B06/006,A10084,Bachelor of Divinity,Alumni Foundation,PARTIAL_SCHOLARSHIP,2024/2025,SEM1,3,1238626,2024-02-22,03TJ3WGA2Y,PENDING
SP0000087,KJ23B06/006,A10084,Bachelor of Divinity,Alumni Foundation,PARTIAL_SCHOLARSHIP,2024/2025,SEM2,4,4376396,2024-06-22,MJDVORZ4B1,PENDING
SP0000088,KJ23B06/006,A10084,Bachelor of Divinity,Alumni Foundation,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,5,4373412,2025-01-11,YBCXVGN33L,APPROVED
SP0000089,KJ23B06/006,A10084,Bachelor of Divinity,Alumni Foundation,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,6,3007443,2025-06-06,00LFIZL52W,APPROVED
SP0000090,KJ23B06/006,A10084,Bachelor of Divinity,Alumni Foundation,PARTIAL_SCHOLARSHIP,2026/2027,SEM1,7,3666919,2026-01-31,H5G1WG2679,PENDING
SP0000091,KJ24B06/016,A10099,Bachelor of Divinity,Alumni Foundation,TUITION_WAIVER,2024/2025,SEM1,1,1894750,2024-02-27,64JQK2CGBM,PENDING
SP0000092,KJ24B06/016,A10099,Bachelor of Divinity,Alumni Foundation,TUITION_WAIVER,2024/2025,SEM2,2,2627748,2024-06-13,FH7Z535H1R,APPROVED
SP0000093,KJ24B06/016,A10099,Bachelor of Divinity,Alumni Foundation,TUITION_WAIVER,2025/2026,SEM1,3,2045950,2025-01-22,M5Q1RLC7TC,APPROVED
SP0000094,KJ24B06/016,A10099,Bachelor of Divinity,Alumni Foundation,TUITION_WAIVER,2025/2026,SEM2,4,2076980,2025-05-24,6D2YQGHYBV,APPROVED
SP0000095,KJ24B06/016,A10099,Bachelor of Divinity,Alumni Foundation,TUITION_WAIVER,2026/2027,SEM1,5,2523383,2026-01-15,0NKWRCHK9N,PENDING
SP0000096,KM23B06/005,A10028,Bachelor of Divinity,Alumni Foundation,PARTIAL_SCHOLARSHIP,2023/2024,SEM1,1,1630271,2023-06-05,Y7J1H28QUA,APPROVED
SP0000097,KM23B06/005,A10028,Bachelor of Divinity,Alumni Foundation,PARTIAL_SCHOLARSHIP,2023/2024,SEM2,2,3763478,2023-10-01,90Y2F4YH0B,APPROVED
SP0000098,KM23B06/005,A10028,Bachelor of Divinity,Alumni Foundation,PARTIAL_SCHOLARSHIP,2024/2025,SEM1,3,3450512,2024-05-26,1BRTSTUXCK,APPROVED
SP0000099,KM23B06/005,A10028,Bachelor of Divinity,Alumni Foundation,PARTIAL_SCHOLARSHIP,2024/2025,SEM2,4,1750869,2024-09-19,5WARUTAC7A,APPROVED
SP0000100,KM23B06/005,A10028,Bachelor of Divinity,Alumni Foundation,PARTIAL_SCHOLARSHIP,2025/2026,SEM1,5,3352455,2025-06-22,NSW5YWCU7I,APPROVED
SP0000101,KM23B06/005,A10028,Bachelor of Divinity,Alumni Foundation,PARTIAL_SCHOLARSHIP,2025/2026,SEM2,6,3645043,2025-10-11,T2PCBLR80X,APPROVED
SP0000102,KM23B06/012,A10087,Bachelor of Divinity,Government Sponsorship,FULL_SCHOLARSHIP,2023/2024,SEM1,1,1715265,2023-06-01,6W99PPKOA3,APPROVED
SP0000103,KM23B06/012,A10087,Bachelor of Divinity,Government Sponsorship,FULL_SCHOLARSHIP,2023/2024,SEM2,2,1636337,2023-10-01,LS4WIVU7ZC,APPROVED
SP0000104,KM23B06/012,A10087,Bachelor of Divinity,Government Sponsorship,FULL_SCHOLARSHIP,2024/2025,SEM1,3,2124537,2024-06-07,VUQVM7SGJJ,APPROVED
SP0000105,KM23B06/012,A10087,Bachelor of Divinity,Government Sponsorship,FULL_SCHOLARSHIP,2024/2025,SEM2,4,2083226,2024-09-15,PT1T9FEW0X,APPROVED
SP0000106,KM23B06/012,A10087,Bachelor of Divinity,Government Sponsorship,FULL_SCHOLARSHIP,2025/2026,SEM1,5,1610042,2025-05-20,JORXBZ51PY,APPROVED
SP0000107,KM23B06/012,A10087,Bachelor of Divinity,Government Sponsorship,FULL_SCHOLARSHIP,2025/2026,SEM2,6,1445514,2025-10-14,LUUT1O3TYQ,APPROVED
SP0000108,KM24B06/006,A10080,Bachelor of Divinity,Corporate Scholarship,NEED_BASED_AID,2024/2025,SEM1,1,1269686,2024-06-15,TOHCFY951S,APPROVED
SP0000109,KM24B06/006,A10080,Bachelor of Divinity,Corporate Scholarship,NEED_BASED_AID,2024/2025,SEM2,2,1326033,2024-10-24,0M9PB5LZ31,APPROVED
SP0000110,KM24B06/006,A10080,Bachelor of Divinity,Corporate Scholarship,NEED_BASED_AID,2025/2026,SEM1,3,1318760,2025-06-21,T7R3RHD0L4,APPROVED
SP0000111,KM24B06/006,A10080,Bachelor of Divinity,Corporate Scholarship,NEED_BASED_AID,2025/2026,SEM2,4,674390,2025-10-12,ER45I5FLH7,APPROVED
SP0000112,KM25B06/003,A10027,Bachelor of Divinity,International Education Grant,TUITION_WAIVER,2025/2026,SEM1,1,2624604,2025-05-11,G9GURXC13K,APPROVED
SP0000113,KM25B06/003,A10027,Bachelor of Divinity,International Education Grant,TUITION_WAIVER,2025/2026,SEM2,2,2181743,2025-09-18,P8K0P6EXWQ,APPROVED
SP0000114,KS23B06/014,A10112,Bachelor of Divinity,Private Sponsor,MERIT_BASED_AID,2023/2024,SEM1,1,2914961,2023-10-09,1JMPA20ZWE,PENDING
SP0000115,KS23B06/014,A10112,Bachelor of Divinity,Private Sponsor,MERIT_BASED_AID,2024/2025,SEM2,2,2369610,2024-02-11,323HSAHLVE,APPROVED
SP0000116,KS23B06/014,A10112,Bachelor of Divinity,Private Sponsor,MERIT_BASED_AID,2024/2025,SEM1,3,2567941,2024-10-30,AK61AMKSQ1,APPROVED
SP0000117,KS23B06/014,A10112,Bachelor of Divinity,Private Sponsor,MERIT_BASED_AID,2025/2026,SEM2,4,3432162,2025-01-28,1XAE0BT3M6,APPROVED
SP0000118,KS23B06/014,A10112,Bachelor of Divinity,Private Sponsor,MERIT_BASED_AID,2025/2026,SEM1,5,1271317,2025-10-02,J1EAKLBGM2,APPROVED
SP0000119,KS23B06/014,A10112,Bachelor of Divinity,Private Sponsor,MERIT_BASED_AID,2026/2027,SEM2,6,3788807,2026-01-31,58BZE6JGGD,APPROVED
SP0000120,KS24B06/012,A10078,Bachelor of Divinity,Alumni Foundation,NEED_BASED_AID,2024/2025,SEM1,1,2205134,2024-10-12,WJW1YET8J5,APPROVED
SP0000121,KS24B06/012,A10078,Bachelor of Divinity,Alumni Foundation,NEED_BASED_AID,2025/2026,SEM2,2,3809655,2025-02-21,0KLVEZJ5E4,PENDING
SP0000122,KS24B06/012,A10078,Bachelor of Divinity,Alumni Foundation,NEED_BASED_AID,2025/2026,SEM1,3,1530717,2025-10-03,CWQSEGPDRL,APPROVED
SP0000123,KS24B06/012,A10078,Bachelor of Divinity,Alumni Foundation,NEED_BASED_AID,2026/2027,SEM2,4,2330698,2026-01-31,LSJ407AEZA,APPROVED
SP0000124,M23B06/001,A10009,Bachelor of Divinity,Church Education Fund,TUITION_WAIVER,2023/2024,SEM1,1,2666011,2023-06-02,EPGKZBA582,APPROVED
SP0000125,M23B06/001,A10009,Bachelor of Divinity,Church Education Fund,TUITION_WAIVER,2023/2024,SEM2,2,2653439,2023-10-22,6D04J6V8E0,PENDING
SP0000126,M23B06/001,A10009,Bachelor of Divinity,Church Education Fund,TUITION_WAIVER,2024/2025,SEM1,3,3125437,2024-06-06,JD6GXP91IJ,APPROVED
SP0000127,M23B06/001,A10009,Bachelor of Divinity,Church Education Fund,TUITION_WAIVER,2024/2025,SEM2,4,2746164,2024-10-25,XRKP884SEJ,APPROVED
SP0000128,M23B06/001,A10009,Bachelor of Divinity,Church Education Fund,TUITION_WAIVER,2025/2026,SEM1,5,3212461,2025-06-20,YUGFKOUDNA,PENDING
SP0000129,M23B06/001,A10009,Bachelor of Divinity,Church Education Fund,TUITION_WAIVER,2025/2026,SEM2,6,3462397,2025-09-30,JUOFY2NNFK,APPROVED
SP0000130,M23B06/003,A10019,Bachelor of Divinity,Government Sponsorship,TUITION_WAIVER,2023/2024,SEM1,1,1643219,2023-05-26,1I7XYHBI5P,PENDING
SP0000131,M23B06/003,A10019,Bachelor of Divinity,Government Sponsorship,TUITION_WAIVER,2023/2024,SEM2,2,3517873,2023-09-28,2HXC72COS9,APPROVED
SP0000132,M23B06/003,A10019,Bachelor of Divinity,Government Sponsorship,TUITION_WAIVER,2024/2025,SEM1,3,3722679,2024-05-26,N0UL79WHOD,APPROVED
SP0000133,M23B06/003,A10019,Bachelor of Divinity,Government Sponsorship,TUITION_WAIVER,2024/2025,SEM2,4,2068905,2024-10-14,9SWX60QP1F,APPROVED
SP0000134,M23B06/003,A10019,Bachelor of Divinity,Government Sponsorship,TUITION_WAIVER,2025/2026,SEM1,5,2698672,2025-06-19,C29ZL2NBWN,PENDING
SP0000135,M23B06/003,A10019,Bachelor of Divinity,Government Sponsorship,TUITION_WAIVER,2025/2026,SEM2,6,2046725,2025-09-12,415V7A7DOJ,APPROVED
SP0000136,M23B06/006,A10047,Bachelor of Divinity,NGO Education Fund,MERIT_BASED_AID,2023/2024,SEM1,1,2663441,2023-06-06,0QJ6LLQWTV,APPROVED
SP0000137,M23B06/006,A10047,Bachelor of Divinity,NGO Education Fund,MERIT_BASED_AID,2023/2024,SEM2,2,820284,2023-09-18,S5R9XVOUEV,APPROVED
SP0000138,M23B06/006,A10047,Bachelor of Divinity,NGO Education Fund,MERIT_BASED_AID,2024/2025,SEM1,3,767619,2024-06-07,WWUH3600KW,APPROVED
SP0000139,M23B06/006,A10047,Bachelor of Divinity,NGO Education Fund,MERIT_BASED_AID,2024/2025,SEM2,4,761390,2024-09-10,XJ3ML6UN8T,APPROVED
SP0000140,M23B06/006,A10047,Bachelor of Divinity,NGO Education Fund,MERIT_BASED_AID,2025/2026,SEM1,5,2123245,2025-05-22,M0BLZCUO2H,APPROVED
SP0000141,M23B06/006,A10047,Bachelor of Divinity,NGO Education Fund,MERIT_BASED_AID,2025/2026,SEM2,6,1978765,2025-09-12,V6UHPJTAPV,APPROVED
SP0000142,M23B06/009,A10054,Bachelor of Divinity,Corporate Scholarship,FULL_SCHOLARSHIP,2023/2024,SEM1,1,2605434,2023-05-31,G58OSJ1QDR,APPROVED
SP0000143,M23B06/009,A10054,Bachelor of Divinity,Corporate Scholarship,FULL_SCHOLARSHIP,2023/2024,SEM2,2,2439437,2023-10-28,OWW85JJ11Y,APPROVED
SP0000144,M23B06/009,A10054,Bachelor of Divinity,Corporate Scholarship,FULL_SCHOLARSHIP,2024/2025,SEM1,3,2704318,2024-06-15,CPVQ1531F8,APPROVED
SP0000145,M23B06/009,A10054,Bachelor of Divinity,Corporate Scholarship,FULL_SCHOLARSHIP,2024/2025,SEM2,4,1340293,2024-10-10,ZWU3O9NA92,APPROVED
SP0000146,M23B06/009,A10054,Bachelor of Divinity,Corporate Scholarship,FULL_SCHOLARSHIP,2025/2026,SEM1,5,2963462,2025-05-23,FMZXVJMPD8,APPROVED
SP0000147,M23B06/009,A10054,Bachelor of Divinity,Corporate Scholarship,FULL_SCHOLARSHIP,2025/2026,SEM2,6,2003099,2025-09-22,8CPJLAV1A5,APPROVED
SP0000148,M23B06/011,A10073,Bachelor of Divinity,Government Sponsorship,NEED_BASED_AID,2023/2024,SEM1,1,2269855,2023-06-05,IC4C8F9JK5,APPROVED
SP0000149,M23B06/011,A10073,Bachelor of Divinity,Government Sponsorship,NEED_BASED_AID,2023/2024,SEM2,2,2177532,2023-09-22,NAXW6W6K14,APPROVED
SP0000150,M23B06/011,A10073,Bachelor of Divinity,Government Sponsorship,NEED_BASED_AID,2024/2025,SEM1,3,682994,2024-06-13,W0M1X2OB0G,APPROVED
SP0000151,M23B06/011,A10073,Bachelor of Divinity,Government Sponsorship,NEED_BASED_AID,2024/2025,SEM2,4,1335444,2024-09-23,GSS29K4TT3,APPROVED
